code,abund.correlation,species.trend,trend.at.highest.predictions,trend.at.best.nfj.data,filename,n.data,run,nlabel,common,label
SPEYAPH,NA,-0.0792995207954375,-0.0784754293423475,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/SPEYAPH-full-run-only-MASSBfly-V1.html,3586,MASSBfly,(N = 3586),Aphrodite Fritillary,SPEYAPH: Aphrodite Fritillary
SPEYATL,NA,-0.0835057333606489,-0.0831237381611487,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/SPEYATL-full-run-only-MASSBfly-V1.html,3516,MASSBfly,(N = 3516),Atlantis/Northwestern Fritillary,SPEYATL: Atlantis/Northwestern Fritillary
SPEYCYB,NA,-0.0227790513628543,-0.022201226709921,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/SPEYCYB-full-run-only-MASSBfly-V1.html,3607,MASSBfly,(N = 3607),Great Spangled Fritillary,SPEYCYB: Great Spangled Fritillary
STRMEL,NA,0.046965435418837,0.047554234794507,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/STRMEL-full-run-only-MASSBfly-V1.html,3612,MASSBfly,(N = 3612),Gray Hairstreak,STRMEL: Gray Hairstreak
THOBAT,NA,-0.0351219676446997,-0.034704014883943,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/THOBAT-full-run-only-MASSBfly-V1.html,3608,MASSBfly,(N = 3608),Southern Cloudywing,THOBAT: Southern Cloudywing
THOPYL,NA,-0.0405266591580859,-0.040348402210642,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/THOPYL-full-run-only-MASSBfly-V1.html,3610,MASSBfly,(N = 3610),Northern Cloudywing,THOPYL: Northern Cloudywing
THYLIN,NA,-0.200385662028354,-0.199536070448119,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/THYLIN-full-run-only-MASSBfly-V1.html,3576,MASSBfly,(N = 3576),European Skipper,THYLIN: European Skipper
VANATA,NA,0.0297046463876806,0.0305888110432191,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/VANATA-full-run-only-MASSBfly-V1.html,3601,MASSBfly,(N = 3601),Red Admiral,VANATA: Red Admiral
VANCAR,NA,0.0987019766133295,0.0992220936085673,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/VANCAR-full-run-only-MASSBfly-V1.html,3600,MASSBfly,(N = 3600),Painted Lady,VANCAR: Painted Lady
WALEGE,NA,-0.0292070065631798,-0.0289135780433441,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V1/WALEGE-full-run-only-MASSBfly-V1.html,3576,MASSBfly,(N = 3576),Northern Broken-Dash,WALEGE: Northern Broken-Dash
AMBVIA,NA,-0.0559975884901489,-0.0550283839591543,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/AMBVIA-full-run-only-Illinois-BMN-V1.html,29473,Illinois BMN,(N = 29473),Common Roadside Skipper,AMBVIA: Common Roadside Skipper
ANATLOG,NA,-0.0199737275499597,-0.0195826379374542,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ANATLOG-full-run-only-Illinois-BMN-V1.html,29522,Illinois BMN,(N = 29522),Delaware Skipper,ANATLOG: Delaware Skipper
ANCNUM,NA,0.0133767460099775,0.0141508798534162,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ANCNUM-full-run-only-Illinois-BMN-V1.html,29662,Illinois BMN,(N = 29662),Least Skipper,ANCNUM: Least Skipper
ASTCLY,NA,0.0355580568668108,0.0362011256266044,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ASTCLY-full-run-only-Illinois-BMN-V1.html,30096,Illinois BMN,(N = 30096),Tawny Emperor,ASTCLY: Tawny Emperor
ATRYHIA,NA,-0.0370390887283678,-0.0361466989766939,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ATRYHIA-full-run-only-Illinois-BMN-V1.html,29477,Illinois BMN,(N = 29477),Dusted Skipper,ATRYHIA: Dusted Skipper
BATPHI,NA,-0.0227640753745184,-0.0219107161337022,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/BATPHI-full-run-only-Illinois-BMN-V1.html,29356,Illinois BMN,(N = 29356),Pipevine Swallowtail,BATPHI: Pipevine Swallowtail
BOLOBEL,NA,-0.0279962778690055,-0.0269755663366668,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/BOLOBEL-full-run-only-Illinois-BMN-V1.html,30051,Illinois BMN,(N = 30051),Meadow Fritillary,BOLOBEL: Meadow Fritillary
BOLOSEL,NA,NA,-0.00872068823616301,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/BOLOSEL-full-run-only-Illinois-BMN-V1.html,29453,Illinois BMN,(N = 29453),Silver-bordered Fritillary,BOLOSEL: Silver-bordered Fritillary
CELLAD,NA,-0.00154825671269549,-7.6726705182395e-4,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/CELLAD-full-run-only-Illinois-BMN-V1.html,29559,Illinois BMN,(N = 29559),Spring Azure,CELLAD: Spring Azure
CERPEG,NA,-0.0866691318712255,-0.0857300465610251,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/CERPEG-full-run-only-Illinois-BMN-V1.html,29929,Illinois BMN,(N = 29929),Common Wood-Nymph,CERPEG: Common Wood-Nymph
CHLONYC,NA,0.0304764753556704,0.0311702259313619,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/CHLONYC-full-run-only-Illinois-BMN-V1.html,30071,Illinois BMN,(N = 30071),Silvery Checkerspot,CHLONYC: Silvery Checkerspot
COLCES,NA,-0.00489851249527164,-0.00403904980418091,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/COLCES-full-run-only-Illinois-BMN-V1.html,13364,Illinois BMN,(N = 13364),Southern Dogface,COLCES: Southern Dogface
DANPLE,NA,-0.00406209906883432,-0.00354054578022955,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/DANPLE-full-run-only-Illinois-BMN-V1.html,30309,Illinois BMN,(N = 30309),Monarch,DANPLE: Monarch
ENOANT,NA,-0.00624920855022412,-0.00511896781155752,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ENOANT-full-run-only-Illinois-BMN-V1.html,29744,Illinois BMN,(N = 29744),Northern Pearly-eye,ENOANT: Northern Pearly-eye
EPACLA,NA,0.00741471603934059,0.00834990329927177,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EPACLA-full-run-only-Illinois-BMN-V1.html,30025,Illinois BMN,(N = 30025),Silver-spotted Skipper,EPACLA: Silver-spotted Skipper
ERYBAP,NA,0.0614197384761445,0.0626362358963348,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ERYBAP-full-run-only-Illinois-BMN-V1.html,29630,Illinois BMN,(N = 29630),Wild Indigo Duskywing,ERYBAP: Wild Indigo Duskywing
ERYHOR,NA,-0.0341612177701631,-0.0327751188711147,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ERYHOR-full-run-only-Illinois-BMN-V1.html,29583,Illinois BMN,(N = 29583),Horace's Duskywing,ERYHOR: Horace's Duskywing
ERYJUV,NA,-0.0488515021563593,-0.0481007344514808,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/ERYJUV-full-run-only-Illinois-BMN-V1.html,29591,Illinois BMN,(N = 29591),Juvenal's Duskywing,ERYJUV: Juvenal's Duskywing
EUPHPHA,NA,-0.0709537797697424,-0.0702031351516439,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPHPHA-full-run-only-Illinois-BMN-V1.html,30108,Illinois BMN,(N = 30108),Baltimore Checkerspot,EUPHPHA: Baltimore Checkerspot
EUPTCLA,NA,0.0293725148737209,0.0304256964039595,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPTCLA-full-run-only-Illinois-BMN-V1.html,30107,Illinois BMN,(N = 30107),Variegated Fritillary,EUPTCLA: Variegated Fritillary
EUPYBIM,NA,NA,-0.110477472833612,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYBIM-full-run-only-Illinois-BMN-V1.html,28938,Illinois BMN,(N = 28938),NA,EUPYBIM: NA
EUPYCON,NA,-0.0730688029955338,-0.072414747918238,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYCON-full-run-only-Illinois-BMN-V1.html,28955,Illinois BMN,(N = 28955),Black Dash,EUPYCON: Black Dash
EUPYDIO,NA,NA,0.0267040006994348,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYDIO-full-run-only-Illinois-BMN-V1.html,29494,Illinois BMN,(N = 29494),Dion Skipper,EUPYDIO: Dion Skipper
EUPYVES,NA,-0.0386678985041329,-0.0379894854357696,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EUPYVES-full-run-only-Illinois-BMN-V1.html,29539,Illinois BMN,(N = 29539),Dun Skipper,EUPYVES: Dun Skipper
EURLIS,NA,0.0538585454071912,0.0544782638936336,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EURLIS-full-run-only-Illinois-BMN-V1.html,29388,Illinois BMN,(N = 29388),Little Yellow,EURLIS: Little Yellow
EURYMAR,NA,-0.00255652875397904,-0.00182269703857862,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EURYMAR-full-run-only-Illinois-BMN-V1.html,28892,Illinois BMN,(N = 28892),Zebra Swallowtail,EURYMAR: Zebra Swallowtail
EVECOM,NA,-0.0290439157317481,-0.0280171486478435,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/EVECOM-full-run-only-Illinois-BMN-V1.html,29430,Illinois BMN,(N = 29430),Eastern Tailed-Blue,EVECOM: Eastern Tailed-Blue
LIBCAR,NA,-0.0337607601233506,-0.0333672984620462,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LIBCAR-full-run-only-Illinois-BMN-V1.html,30107,Illinois BMN,(N = 30107),American Snout,LIBCAR: American Snout
LIMARC,NA,-0.013819108562309,-0.013100552004933,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LIMARC-full-run-only-Illinois-BMN-V1.html,30125,Illinois BMN,(N = 30125),Viceroy,LIMARC: Viceroy
LYCAHEL,NA,-0.0719123692979304,-0.0713366318277577,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAHEL-full-run-only-Illinois-BMN-V1.html,29443,Illinois BMN,(N = 29443),Purplish Copper,LYCAHEL: Purplish Copper
LYCAHYL,NA,-0.08910189107112,-0.0879992751681296,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAHYL-full-run-only-Illinois-BMN-V1.html,30070,Illinois BMN,(N = 30070),Bronze Copper,LYCAHYL: Bronze Copper
LYCAPHL,NA,-0.0687959990633101,-0.068387303688155,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/LYCAPHL-full-run-only-Illinois-BMN-V1.html,30069,Illinois BMN,(N = 30069),American Copper,LYCAPHL: American Copper
MEGICYM,NA,-0.0278232641381426,-0.0268797270642267,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/MEGICYM-full-run-only-Illinois-BMN-V1.html,29887,Illinois BMN,(N = 29887),Little Wood-Satyr,MEGICYM: Little Wood-Satyr
NATIOL,NA,0.0117555291042225,0.0123869910898939,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/NATIOL-full-run-only-Illinois-BMN-V1.html,29333,Illinois BMN,(N = 29333),Dainty Sulphur,NATIOL: Dainty Sulphur
NYMANT,NA,-0.0305208381763563,-0.0293951849991387,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/NYMANT-full-run-only-Illinois-BMN-V1.html,30119,Illinois BMN,(N = 30119),Mourning Cloak,NYMANT: Mourning Cloak
PAPGLA,NA,-0.0203037483723026,-0.0195324297710044,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPGLA-full-run-only-Illinois-BMN-V1.html,29731,Illinois BMN,(N = 29731),Eastern Tiger Swallowtail,PAPGLA: Eastern Tiger Swallowtail
PAPPOL,NA,-0.0107951719970854,-0.010225898880436,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPPOL-full-run-only-Illinois-BMN-V1.html,29582,Illinois BMN,(N = 29582),Black Swallowtail,PAPPOL: Black Swallowtail
PAPTRO,NA,0.0152971439589743,0.0161472015732471,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PAPTRO-full-run-only-Illinois-BMN-V1.html,29294,Illinois BMN,(N = 29294),Spicebush Swallowtail,PAPTRO: Spicebush Swallowtail
PHOESEN,NA,-0.0586573247825764,-0.0583156473612818,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHOESEN-full-run-only-Illinois-BMN-V1.html,15402,Illinois BMN,(N = 15402),Cloudless Sulphur,PHOESEN: Cloudless Sulphur
PHOLCAT,NA,-0.0601827431703585,-0.0595557952806463,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHOLCAT-full-run-only-Illinois-BMN-V1.html,29946,Illinois BMN,(N = 29946),Common Sootywing,PHOLCAT: Common Sootywing
PHYTHA,NA,0.00299082340038067,0.00379731673375527,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PHYTHA-full-run-only-Illinois-BMN-V1.html,30259,Illinois BMN,(N = 30259),Pearl Crescent,PHYTHA: Pearl Crescent
PIERAP,NA,-0.0206546072850605,-0.0200482162693665,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PIERAP-full-run-only-Illinois-BMN-V1.html,30390,Illinois BMN,(N = 30390),Cabbage White,PIERAP: Cabbage White
POAHOB,NA,-0.077324427998587,-0.0767697739554238,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAHOB-full-run-only-Illinois-BMN-V1.html,29493,Illinois BMN,(N = 29493),Hobomok Skipper,POAHOB: Hobomok Skipper
POAMAS,NA,-0.109247385919928,-0.108796121413405,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAMAS-full-run-only-Illinois-BMN-V1.html,28572,Illinois BMN,(N = 28572),Mulberry Wing,POAMAS: Mulberry Wing
POAVIA,NA,NA,-0.0285773732294159,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAVIA-full-run-only-Illinois-BMN-V1.html,29480,Illinois BMN,(N = 29480),Broad-winged Skipper,POAVIA: Broad-winged Skipper
POAZAB,NA,0.185182976575953,0.18608499973417,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POAZAB-full-run-only-Illinois-BMN-V1.html,29503,Illinois BMN,(N = 29503),Zabulon Skipper,POAZAB: Zabulon Skipper
POLIMYS,NA,NA,1.89124547300071,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIMYS-full-run-only-Illinois-BMN-V1.html,28926,Illinois BMN,(N = 28926),Long Dash,POLIMYS: Long Dash
POLIORI,NA,-0.0688216306018108,-0.0680638503519617,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIORI-full-run-only-Illinois-BMN-V1.html,29493,Illinois BMN,(N = 29493),Crossline Skipper,POLIORI: Crossline Skipper
POLIPEC,NA,-0.0389737873510364,-0.0377101381284303,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLIPEC-full-run-only-Illinois-BMN-V1.html,29562,Illinois BMN,(N = 29562),Peck's Skipper,POLIPEC: Peck's Skipper
POLITHE,NA,-0.0652479434545249,-0.0640202453622667,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLITHE-full-run-only-Illinois-BMN-V1.html,29533,Illinois BMN,(N = 29533),Tawny-edged Skipper,POLITHE: Tawny-edged Skipper
POLYCOM,NA,-0.00157898635816379,-7.9368771910437e-4,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYCOM-full-run-only-Illinois-BMN-V1.html,29169,Illinois BMN,(N = 29169),Eastern Comma,POLYCOM: Eastern Comma
POLYINT,NA,-0.0109684647573313,-0.009974852689421,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYINT-full-run-only-Illinois-BMN-V1.html,29159,Illinois BMN,(N = 29159),Question Mark,POLYINT: Question Mark
POLYPRO,NA,-0.00472034101652412,-0.00389385760365757,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POLYPRO-full-run-only-Illinois-BMN-V1.html,28927,Illinois BMN,(N = 28927),Gray Comma,POLYPRO: Gray Comma
POMVER,NA,-0.00600354655185169,-0.00483052332014983,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/POMVER-full-run-only-Illinois-BMN-V1.html,29500,Illinois BMN,(N = 29500),Little Glassywing,POMVER: Little Glassywing
PONPRO,NA,NA,-0.012826695135379,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PONPRO-full-run-only-Illinois-BMN-V1.html,7101,Illinois BMN,(N = 7101),Checkered White,PONPRO: Checkered White
PYRCOM,NA,0.00431865520567179,0.00527477669304566,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/PYRCOM-full-run-only-Illinois-BMN-V1.html,29948,Illinois BMN,(N = 29948),Common Checkered-Skipper,PYRCOM: Common Checkered-Skipper
SATACA,NA,-0.135428449941386,-0.1349048891,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATACA-full-run-only-Illinois-BMN-V1.html,29194,Illinois BMN,(N = 29194),Acadian Hairstreak,SATACA: Acadian Hairstreak
SATCA1,NA,-0.0412021591782946,-0.0402154805918826,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATCA1-full-run-only-Illinois-BMN-V1.html,29898,Illinois BMN,(N = 29898),Banded Hairstreak,SATCA1: Banded Hairstreak
SATEDW,NA,-0.0638571934627892,-0.0631876857014309,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATEDW-full-run-only-Illinois-BMN-V1.html,29874,Illinois BMN,(N = 29874),Edwards' Hairstreak,SATEDW: Edwards' Hairstreak
SATLIP,NA,-0.0615948420430337,-0.0607713353289068,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATLIP-full-run-only-Illinois-BMN-V1.html,29875,Illinois BMN,(N = 29875),Striped Hairstreak,SATLIP: Striped Hairstreak
SATTIT,NA,-0.0472305273200788,-0.0467341144331783,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATTIT-full-run-only-Illinois-BMN-V1.html,29885,Illinois BMN,(N = 29885),Coral Hairstreak,SATTIT: Coral Hairstreak
SATYAPP,NA,NA,-0.0292071845855375,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYAPP-full-run-only-Illinois-BMN-V1.html,29659,Illinois BMN,(N = 29659),Appalachian Brown,SATYAPP: Appalachian Brown
SATYEUR,NA,-0.0701801273500917,-0.0694880751401286,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SATYEUR-full-run-only-Illinois-BMN-V1.html,28787,Illinois BMN,(N = 28787),Eyed Brown,SATYEUR: Eyed Brown
SPEYAPH,NA,NA,-0.145401409074651,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYAPH-full-run-only-Illinois-BMN-V1.html,29912,Illinois BMN,(N = 29912),Aphrodite Fritillary,SPEYAPH: Aphrodite Fritillary
SPEYCYB,NA,-0.015058671368776,-0.0142696457047933,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYCYB-full-run-only-Illinois-BMN-V1.html,30021,Illinois BMN,(N = 30021),Great Spangled Fritillary,SPEYCYB: Great Spangled Fritillary
SPEYIDA,NA,0.074897725560295,0.0755781819143806,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/SPEYIDA-full-run-only-Illinois-BMN-V1.html,29899,Illinois BMN,(N = 29899),Regal Fritillary,SPEYIDA: Regal Fritillary
STRMEL,NA,-0.0275580415797354,-0.0268004504635897,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/STRMEL-full-run-only-Illinois-BMN-V1.html,29872,Illinois BMN,(N = 29872),Gray Hairstreak,STRMEL: Gray Hairstreak
THOBAT,NA,-0.0733982328286931,-0.0722830312506489,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOBAT-full-run-only-Illinois-BMN-V1.html,29906,Illinois BMN,(N = 29906),Southern Cloudywing,THOBAT: Southern Cloudywing
THOPYL,NA,-0.0292099113582614,-0.028155033598452,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THOPYL-full-run-only-Illinois-BMN-V1.html,29908,Illinois BMN,(N = 29908),Northern Cloudywing,THOPYL: Northern Cloudywing
THYLIN,NA,-0.139383701326173,-0.138513767499303,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/THYLIN-full-run-only-Illinois-BMN-V1.html,29531,Illinois BMN,(N = 29531),European Skipper,THYLIN: European Skipper
VANATA,NA,-0.0181512946556056,-0.0169023129309736,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANATA-full-run-only-Illinois-BMN-V1.html,29970,Illinois BMN,(N = 29970),Red Admiral,VANATA: Red Admiral
VANCAR,NA,-0.0418892733388921,-0.0412964852975941,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-Illinois-BMN-V1/VANCAR-full-run-only-Illinois-BMN-V1.html,29804,Illinois BMN,(N = 29804),Painted Lady,VANCAR: Painted Lady
